"*SiteName","GAINS3_EventName","*Country","*StateProv","District","*Latitude","*Longitude","HabitatType","HabitatComment","LandscapeConversionGradient","*AnthropogenicChange","AnthropogenicChangeSecondary","*DomesticAnimals","OtherDomesticAnimals","*DateStarted","TimeStart","TimeDuration","*RecorderID","RecorderOther","*RecorderAffiliation","ArchivedData","SourceCertainty","*PrimaryInterface","OtherPrimaryInterface","SecondaryInterface","OtherSecondaryInterface","*ReasonForCollection","KnownSource","EventCustomColumns","ContainerID","ContainerType","Quantity","QuantityCertainty","QuantityUnit","SampleUnitID","*AnimalID (GAINS)","*AnimalID (Recorded As)","SampleDate","sampleUnitLatitude","sampleUnitLongitude","*IdentifiedBy","CircumstanceObservation","SampleLocation","*AnimalClassification","AnimalTaxa","*TaxonomicDescriptor","*SpeciesScientificName","SpeciesCommonNameEnglish","SpeciesCommonNameLocal","*IdentificationCertainty","TagBandID","Sex","AgeClass","Pregnant","WithYoung","Lactating","*ConditionAtSampling","ReportedAsConditionAtCapture","ConditionAtRelease","PreservationMethod","OtherConditionPreservation","Use","OtherUse","DestinationOfProduct","OriginKnown","OriginLocation","TimeSinceOrigin","Euthanasia","ClinicalSigns/GrossFindings","DiseaseSuspected","SuspectedDisease","Necropsy/Exam","FieldNecropsyResults","BodyMeasurementBodyPartType","BodyMeasurementUnit","BodyMeasurementValue","Part","PartDescription","PerceivedRateOfSale","PerceivedRateSaleTimeUnit","PriceUnitLocal","PriceUnitUSD","VendorQuantity","VendorQuantityUnit","VendorQuantityCertainty","ButcheringActivity","Butcher","ButcherObservableRiskFactors","ButcherReducesBloodContact","Quarter","sampleUnitNotes","sampleUnitCustomColumns","SpecimenID","SpecimenIDBarcode","SpecimenDate","SpecimenType","SpecimenTypeDescriptor","SpecimenCondition","SpecimenComments","SamplingMethod","SampleAliquotted","AliquotID","SampleContainer","StorageMedium","FieldStorageMethod","LaboratoryStorageMethod","SpecimenLocationFacilityName","SpecimenLocationInLab","SpecimenLocationFacilityAddress","TimeFromCollectionToFreezing","BloodCollectionTube","PlasmaCollected","SerumCollected","MethodOfSerumPlasmaCollection","VolumeOfSerumPlasma","Notes","SpecimenCustomColumns","DateCreated","EntryID","InPurgatory"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","10RD0472","","","","","9773","10RD0472","","2010-12-16","","","CIRMF","","","Wild","Rodents","Rattus rattus","Rattus rattus","","","Actual","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36907","10RD0472-10","2010-12-29","Tissue ","Intestine (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","10RD0472","","","","","9773","10RD0472","","2010-12-16","","","CIRMF","","","Wild","Rodents","Rattus rattus","Rattus rattus","","","Actual","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36908","10RD0472-6","2010-12-29","Tissue ","Liver/Spleen (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","10RD0472","","","","","9773","10RD0472","","2010-12-16","","","CIRMF","","","Wild","Rodents","Rattus rattus","Rattus rattus","","","Actual","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36909","10RD0472-7","2010-12-29","Tissue ","Heart/Lungs/Kidney (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","10RD0472","","","","","9773","10RD0472","","2010-12-16","","","CIRMF","","","Wild","Rodents","Rattus rattus","Rattus rattus","","","Actual","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36910","10RD0472-8","2010-12-29","Tissue ","Salivary glands (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","10RD0472","","","","","9773","10RD0472","","2010-12-16","","","CIRMF","","","Wild","Rodents","Rattus rattus","Rattus rattus","","","Actual","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36911","10RD0472-9","2010-12-29","Tissue ","Brain (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","11RD0489","","","","","9798","11RD0489","","2010-12-16","","","CIRMF","","","Wild","Rodents","Lemniscomys sp.","Lemniscomys sp.","","","Estimate","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36582","11RD0489-6","2011-01-11","Tissue ","Liver/Spleen (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","11RD0489","","","","","9798","11RD0489","","2010-12-16","","","CIRMF","","","Wild","Rodents","Lemniscomys sp.","Lemniscomys sp.","","","Estimate","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36611","11RD0489-7","2011-01-11","Tissue ","Heart/Lungs/Kidney (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","11RD0489","","","","","9798","11RD0489","","2010-12-16","","","CIRMF","","","Wild","Rodents","Lemniscomys sp.","Lemniscomys sp.","","","Estimate","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36612","11RD0489-8","2011-01-11","Tissue ","Salivary glands (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","11RD0489","","","","","9798","11RD0489","","2010-12-16","","","CIRMF","","","Wild","Rodents","Lemniscomys sp.","Lemniscomys sp.","","","Estimate","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36613","11RD0489-9","2011-01-11","Tissue ","Brain (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","11RD0489","","","","","9798","11RD0489","","2010-12-16","","","CIRMF","","","Wild","Rodents","Lemniscomys sp.","Lemniscomys sp.","","","Estimate","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","37315","11RD0489-10","2011-01-11","Tissue ","Intestine (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","10RD0487","","","","","9788","10RD0487","","2010-12-16","","","CIRMF","","","Wild","Rodents","Rattus norvegicus","Rattus norvegicus","","","Actual","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36884","10RD0487-10","2010-12-31","Tissue ","Intestine (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","10RD0487","","","","","9788","10RD0487","","2010-12-16","","","CIRMF","","","Wild","Rodents","Rattus norvegicus","Rattus norvegicus","","","Actual","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36885","10RD0487-6","2010-12-31","Tissue ","Liver/Spleen (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","10RD0487","","","","","9788","10RD0487","","2010-12-16","","","CIRMF","","","Wild","Rodents","Rattus norvegicus","Rattus norvegicus","","","Actual","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36886","10RD0487-7","2010-12-31","Tissue ","Heart/Lungs/Kidney (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","10RD0487","","","","","9788","10RD0487","","2010-12-16","","","CIRMF","","","Wild","Rodents","Rattus norvegicus","Rattus norvegicus","","","Actual","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36887","10RD0487-8","2010-12-31","Tissue ","Salivary glands (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","10RD0487","","","","","9788","10RD0487","","2010-12-16","","","CIRMF","","","Wild","Rodents","Rattus norvegicus","Rattus norvegicus","","","Actual","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36888","10RD0487-9","2010-12-31","Tissue ","Brain (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","10RD0501","","","","","9789","10RD0501","","2010-12-16","","","CIRMF","","","Wild","Rodents","Lemniscomys sp.","Lemniscomys sp.","","","Estimate","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36889","10RD0501-10","2011-01-18","Tissue ","Intestine (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","10RD0501","","","","","9789","10RD0501","","2010-12-16","","","CIRMF","","","Wild","Rodents","Lemniscomys sp.","Lemniscomys sp.","","","Estimate","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36890","10RD0501-6","2011-01-18","Tissue ","Liver/Spleen (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","10RD0501","","","","","9789","10RD0501","","2010-12-16","","","CIRMF","","","Wild","Rodents","Lemniscomys sp.","Lemniscomys sp.","","","Estimate","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36891","10RD0501-7","2011-01-18","Tissue ","Heart/Lungs/Kidney (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","10RD0501","","","","","9789","10RD0501","","2010-12-16","","","CIRMF","","","Wild","Rodents","Lemniscomys sp.","Lemniscomys sp.","","","Estimate","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36892","10RD0501-8","2011-01-18","Tissue ","Salivary glands (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","10RD0501","","","","","9789","10RD0501","","2010-12-16","","","CIRMF","","","Wild","Rodents","Lemniscomys sp.","Lemniscomys sp.","","","Estimate","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36893","10RD0501-9","2011-01-18","Tissue ","Brain (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
"CDP - CIRMF","CDP - CIRMF-2010-12-16","Gabon","Haut-Ogooué","","-1.617411","13.583498","","","","established village or indigenous settlement","none of these","multiple domestic animal spp","","2010-12-16","00:00:00","","Mathieu Bougarel","","GVFI","False","","free-ranging; contact with domestic animals or humans not likely","","","","","","","11RD0499","","","","","9808","11RD0499","","2010-12-16","","","CIRMF","","","Wild","Rodents","Lemniscomys sp.","Lemniscomys sp.","","","Estimate","","","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","36606","11RD0499-10","2011-01-17","Tissue ","Intestine (no medium, frozen)","","","","","","","","","","","","","","","","","","","","","4/21/2011 12:49:52 PM","","False"
